"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (20260615)","Sessions (20260615)","Sessions with cart additions (20260615)","Sessions that reached checkout (20260615)","Sessions that completed checkout (20260615)","Conversion rate (20260615)","Pageviews (20260615)","Checkout conversion rate (20260615)","Added to cart rate (20260615)","Reached checkout rate (20260615)","Sessions that reached and completed checkout (20260615)","Average session duration (20260615)","Pageviews per session (20260615)","Bounce rate (20260615)","Completed checkout rate (20260615)","Bounces (20260615)","Online store visitors (20260615) ","Sessions (20260615) ","Sessions with cart additions (20260615) ","Sessions that reached checkout (20260615) ","Sessions that completed checkout (20260615) ","Conversion rate (20260615) ","Pageviews (20260615) ","Checkout conversion rate (20260615) ","Added to cart rate (20260615) ","Reached checkout rate (20260615) ","Sessions that reached and completed checkout (20260615) ","Average session duration (20260615) ","Pageviews per session (20260615) ","Bounce rate (20260615) ","Completed checkout rate (20260615) ","Bounces (20260615) "
"Blog Article","/blogs/dolls-info-qustions/5-best-sex-doll-torso",2,2,0,0,0,0,3,,0,0,0,60.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,60.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f1570-171cm-5ft6-a-cup-small-breast-teen-silicone-sex-doll-starpery-doll",1,2,0,0,0,0,8,,0,0,0,50,4,0,,0,1,2,0,0,0,0,8,,0,0,0,50,4,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/traveling-with-a-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/ja/collections/silicone-sex-doll-torso-love-torso-silicone-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t404-50-7lb-99cm-realistic-half-torso-sex-doll-with-perky-breasts-big-ass-double-channels",2,2,0,0,0,0,20,,0,0,0,1105.5,10,0,,0,2,2,0,0,0,0,20,,0,0,0,1105.5,10,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f4929-166cm-sexbot-vine-talk-ai-silicone-head-wm-doll",2,2,0,0,0,0,11,,0,0,0,461,5.5,0.5,,1,2,2,0,0,0,0,11,,0,0,0,461,5.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Custom Page","/pages/cheap-sex-doll-guide",2,2,0,0,0,0,6,,0,0,0,45,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,45,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/yeloly-ssbbw-silicone-torso-75cm-t778",2,2,0,0,0,0,16,,0,0,0,279,8,0,,0,2,2,0,0,0,0,16,,0,0,0,279,8,0,,0,0,0,,,,,0,,,,,0,0,,,
"Collection","/collections/sex-doll-lingerie",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/sex-doll-legs-feet",2,2,0,0,0,0,25,,0,0,0,447,12.5,0,,0,2,2,0,0,0,0,25,,0,0,0,447,12.5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/pages/video9-irontech",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/discover-the-secrets-of-the-vagina",2,2,0,0,0,0,3,,0,0,0,11,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,11,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/593-49lb-80cm-the-realistic-flat-chested-sex-doll-torso-delicate-skin-graceful-figure",2,2,0,0,0,0,16,,0,0,0,301,8,0.5,,1,2,2,0,0,0,0,16,,0,0,0,301,8,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/collections/sex-doll-torso/products/588-16-09lbsex-doll-torso-with-fully-automatic-cleaning-sucking-and-vibration-pussy",2,2,0,0,0,0,5,,0,0,0,29.5,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,29.5,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/cartoon-sex-doll",2,2,0,0,0,0,4,,0,0,0,36.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,36.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/full-round-huge-breast-sex-doll",2,2,0,0,0,0,15,,0,0,0,431.5,7.5,0.5,,1,2,2,0,0,0,0,15,,0,0,0,431.5,7.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Checkout","/60719464687/orders/f3e1c72a0641909cd615817852f093cf",1,2,0,0,0,0,3,,0,0,0,26.5,1.5,0.5,,1,1,2,0,0,0,0,3,,0,0,0,26.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f2233-150cm-4ft9-a-cup-realistic-tpe-sex-doll-sy-doll",2,2,0,0,0,0,5,,0,0,0,45.5,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,45.5,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f8112-162cm-5ft3-40-5kg-h-cup-m29-plump-body-silicone-sex-doll-md-doll",2,2,0,0,0,0,9,,0,0,0,215.5,4.5,0.5,,1,2,2,0,0,0,0,9,,0,0,0,215.5,4.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/p123-silicone-pocket-pussy-ultra-realistic-texture-soft-touch-judy-rona",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/p91-8-51lb-bbw-futa-shemale-sex-doll-torso-with-muscular-abs-and-5-91-insertable-penis-mrl",2,2,0,0,0,0,6,,0,0,0,23,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,23,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/featured-blog/how-to-tattoo-your-male-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/sex-doll-movies",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5267-amanda-162cm5ft3-j-cup-sexy-tpe-sex-doll-jx-galaxy",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/japanese-girls-become-the-most-popular-women",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Checkout","/orders/7091244630255",1,2,0,0,0,0,3,,0,0,0,9,1.5,0.5,,1,1,2,0,0,0,0,3,,0,0,0,9,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/exploring-the-world-of-futa-sex-dolls-and-customization",2,2,0,0,0,0,4,,0,0,0,104,2,0,,0,2,2,0,0,0,0,4,,0,0,0,104,2,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/collections/moan-ai-sex-doll",2,2,0,0,0,0,15,,0,0,0,647.5,7.5,0,,0,2,2,0,0,0,0,15,,0,0,0,647.5,7.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f1028-fun-west-doll-anime-adult-sex-dolls-stpe-155cm-34kg-in-stock-usa-eu",2,2,0,0,0,0,3,,0,0,0,178.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,178.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/collections/top-rated-japanese-sex-dolls-in-2026",2,2,0,0,0,0,11,,0,0,0,310.5,5.5,0.5,,1,2,2,0,0,0,0,11,,0,0,0,310.5,5.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-fi/collections/full-doll",2,2,0,0,0,0,4,,0,0,0,23.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,23.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/silicone-pocket-pussy",2,2,0,0,0,0,4,,0,0,0,15.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,15.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/tpe-body-silicone-head",2,2,0,0,0,0,7,,0,0,0,72.5,3.5,0.5,,1,2,2,0,0,0,0,7,,0,0,0,72.5,3.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/p101-0-88lb-18in-double-realistic-dildo-with-snakehead-silicone-hentai-male-sex-doll-tayuta",2,2,0,0,0,0,3,,0,0,0,217,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,217,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f7162-156cm-5ft1-29kg-d-cup-elf-fantasy-tpe-sexual-hentai-alien-sex-doll-castle-doll",2,2,0,0,0,0,3,,0,0,0,1.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,1.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t9725-76cm-2ft6-33-5kg-s16-g-cup-silicone-head-ssbbw-plus-size-huge-breast-big-ass-sex-doll-torso-with-head-rosretty-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/top-fire-doll-videos",2,2,0,0,0,0,8,,0,0,0,115.5,4,0.5,,1,2,2,0,0,0,0,8,,0,0,0,115.5,4,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/halloween-sex-doll",2,2,0,0,0,0,5,,0,0,0,33,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,33,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f4709-160cm-5ft2-34kg-silicone-anime-best-hentai-sex-dolls-elsa-babe",1,2,0,0,0,0,5,,0,0,0,384.5,2.5,0.5,,1,1,2,0,0,0,0,5,,0,0,0,384.5,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t292-70-55-lbs-chloe-ros-life-size-silicone-sex-doll-torso-with-head-in-stock-usa-europe-max-series",2,2,0,0,0,0,28,,0,0,0,455.5,14,0,,0,2,2,0,0,0,0,28,,0,0,0,455.5,14,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f7698-163cm5ft3-33kg-e-cup-life-size-ros-silicone-life-size-sex-dolls-lightweight-wm-doll",1,2,0,0,0,0,6,,0,0,0,1050.5,3,0,,0,1,2,0,0,0,0,6,,0,0,0,1050.5,3,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-fi/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-best-types-of-big-ass-torso-sex-dolls-designed-for-doggy-style",2,2,0,0,0,0,6,,0,0,0,104.5,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,104.5,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5467-161cm5-3ft-53kg-i-cup-vica-silicone-ssbbw-sex-doll%E4%B8%A8climax-doll-ultra",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/a682-big-ass-torso-silicone-19lb-sucking-vibration",2,2,0,0,0,0,16,,0,0,0,79,8,0.5,,1,2,2,0,0,0,0,16,,0,0,0,79,8,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5936-155mcm5-1ft-38kg-2-2cf-e-cup-furry-sex-doll-in-purple-plush-cat-costume-realistic-silicone-anime-catgirl-doll-for-adults-bezlya-doll",2,2,0,0,0,0,2,,0,0,0,0.5,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0.5,1,1,,2,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6131-159cm-5ft3-36kg-c-cup-lifelike-silicone-head-tpe-body-sex-doll-rosretty-doll",2,2,0,0,0,0,7,,0,0,0,406,3.5,0.5,,1,2,2,0,0,0,0,7,,0,0,0,406,3.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f2384-sy-163cm-g-cup-bbw-big-ass-life-size-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/a423-17-6lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso",2,2,0,0,0,0,7,,0,0,0,242.5,3.5,0,,0,2,2,0,0,0,0,7,,0,0,0,242.5,3.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/how-to-pick-a-fake-pussy-and-sex-doll-torso",2,2,0,0,0,0,3,,0,0,0,64.5,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,64.5,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/pages/sex-doll-gif",2,2,0,0,0,0,3,,0,0,0,6,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,6,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f9148k-150cm-4ft9-29kg-f-cup-mini-silicone-full-size-sex-doll-in-stock-us-starpery-doll",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/breast-types-for-sex-doll-torso",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/black-ass-sex-doll",2,2,1,0,0,0,36,,0.5,0,0,841.5,18,0,,0,2,2,1,0,0,0,36,,0.5,0,0,841.5,18,0,,0,0,0,0,,,,0,,0,,,0,0,,,
"Collection","/collections/sy-doll-factory-photos",2,2,0,0,0,0,7,,0,0,0,142,3.5,0,,0,2,2,0,0,0,0,7,,0,0,0,142,3.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f8218-162cm-5ft3-40-5kg-h-cup-m46-plump-body-silicone-sex-doll-md-doll",1,2,0,0,0,0,6,,0,0,0,98.5,3,0,,0,1,2,0,0,0,0,6,,0,0,0,98.5,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/a357-27-5lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso-climax-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2166-elsa-babe-160cm-5ft2-mila-bell-silicone-anime-sex-dolls",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-use-a-pocket-pussy",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/real-sex-doll-reviews-pros-cons-real-usage-tests/top-8-big-ass-sex-doll-torsos-you-can-t-resist",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/complete-analysis-of-sex-doll-torso-skeleton-structure-and-its-benefits",2,2,0,0,0,0,5,,0,0,0,45,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,45,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/lesbian-sex-doll",2,2,0,0,0,0,5,,0,0,0,23,2.5,0,,0,2,2,0,0,0,0,5,,0,0,0,23,2.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f1223-160cm-i-cup-luna-sex-doll-irontech-doll",2,2,0,0,0,0,3,,0,0,0,209,1.5,0.5,,1,2,2,0,0,0,0,3,,0,0,0,209,1.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f7601-170cm-5ft6-41kg-f-cup-93-tpe-body-silicone-head-huge-breast-sex-doll-sy-doll",1,2,0,0,0,0,12,,0,0,0,92.5,6,0.5,,1,1,2,0,0,0,0,12,,0,0,0,92.5,6,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/lightweight-ass-toy-silicone-8-5lb-a805",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/t90221-49lb-d-cup-2-95-dildo-electric-shemale-male-female-rechargeable-sex-doll-torso-adult-toys",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/irontech-silicone-doll-164cm-f753",2,2,0,0,0,0,4,,0,0,0,535.5,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,535.5,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f9014-164cm5-4ft-36kg-d-cup-silicone-sex-doll%E4%B8%A8rosretty-doll",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/real-sex-doll-reviews-pros-cons-real-usage-tests/2026-meru-hentai-sex-doll-review-comprehensive-comparison-of-4-hot-models",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3387-153cm-5ft31kg-judy-e-cup-silicone-adult-full-sexy-europe-sex-doll-yl-doll",2,2,0,0,0,0,6,,0,0,0,896.5,3,0.5,,1,2,2,0,0,0,0,6,,0,0,0,896.5,3,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/newest-sex-doll",2,2,0,0,0,0,4,,0,0,0,289,2,0.5,,1,2,2,0,0,0,0,4,,0,0,0,289,2,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/vi/blogs/dolls-info-qustions/have-sex-with-a-japnese-sex-doll",2,2,0,0,0,0,16,,0,0,0,183,8,0,,0,2,2,0,0,0,0,16,,0,0,0,183,8,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-fi/collections/silicone-pocket-pussy",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/featured-blog/best-sex-dolls-2025-most-popular-and-hottest-on-linkdolls",2,2,0,0,0,0,5,,0,0,0,195,2.5,0.5,,1,2,2,0,0,0,0,5,,0,0,0,195,2.5,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/pornstar-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/nianta-doll",2,2,0,0,0,0,14,,0,0,0,432,7,0,,0,2,2,0,0,0,0,14,,0,0,0,432,7,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/dolls-info-qustions/4-reasons-why-milfs-are-so-popular-in-2023",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2591-164cm-f-cup-blond-big-boobs-silicone-sex-doll-irontech-doll",1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,1,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-top-5-most-popular-naked-sex-dolls-in-2025",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f5813-168cm-5ft5-35kg-f-cup-zhimin-silicone-realistic-sex-doll-top-cydoll",1,2,1,0,0,0,13,,0.5,0,0,137.5,6.5,0.5,,1,1,2,1,0,0,0,13,,0.5,0,0,137.5,6.5,0.5,,1,0,0,0,,,,0,,0,,,0,0,0,,0
"Collection","/collections/o-cup-sex-doll",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/ido-doll",2,2,0,0,0,0,14,,0,0,0,97.5,7,0,,0,2,2,0,0,0,0,14,,0,0,0,97.5,7,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-ca/blogs/dolls-info-qustions/the-vibration-and-suction-functions-of-automatic-sex-dolls",2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,2,2,0,0,0,0,2,,0,0,0,0,1,1,,2,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f6336-life-size-ros-sex-doll-realistic",2,2,0,0,0,0,40,,0,0,0,966.5,20,0.5,,1,2,2,0,0,0,0,40,,0,0,0,966.5,20,0.5,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/all",2,2,0,0,0,0,7,,0,0,0,65,3.5,0,,0,2,2,0,0,0,0,7,,0,0,0,65,3.5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/featured-blog/what-is-a-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/recent-brand-updates-new-arrivals-for-sex-dolls/sy-doll-redefining-oral-interaction-for-robotic-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/blogs/dolls-info-qustions/top-5-sex-doll-anal",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/dolls-info-qustions/customizable-torso-summary",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f3784-165cm-5ft440-5kg-e-cup-tpe-big-chest-curve-blonde-sexy-full-body-sex-doll-yl-doll",1,1,0,0,0,0,3,,0,0,0,879,3,0,,0,1,1,0,0,0,0,3,,0,0,0,879,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f12188-elsa-babe-165cm-5ft4-yoshida-nozomi-fantasy-full-silicone-sex-dolls",1,1,0,0,0,0,3,,0,0,0,1956,3,0,,0,1,1,0,0,0,0,3,,0,0,0,1956,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f4213-164cm5-4ft-34kg-j-cup-asian-tpe-sex-doll%E4%B8%A8wm-doll",1,1,0,0,0,0,5,,0,0,0,123,5,0,,0,1,1,0,0,0,0,5,,0,0,0,123,5,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-fi/collections/fake-ass-sex-toy",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f311-163cm5-3ft-51kg-198-h-cup-dora-best-bbw-milf-big-booty-stpe-sex-doll-in-stock-usa-%E4%B8%A8wm-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/inside-the-2025-shenzhen-adult-expo-where-tech-meets-fantasy-in-the-world-of-sex-dolls",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-ca/collections/curvy-sex-dolls",1,1,0,0,0,0,3,,0,0,0,28,3,0,,0,1,1,0,0,0,0,3,,0,0,0,28,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f2098-171cm5-6ft-36kg-j-cup-milf-tpe-sex-doll%E4%B8%A8wm-doll",1,1,0,0,0,0,3,,0,0,0,1519,3,0,,0,1,1,0,0,0,0,3,,0,0,0,1519,3,0,,0,0,0,,,,,0,,,,,0,0,,,
"Checkout","/60719464687/orders/6b45d1d2fec937db87aa79719aa16b51",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/15lb-lifelike-big-boobs-sex-doll-torso-with-anal-and-vaginal-tunnels-516-sex-doll-torso",1,1,0,0,0,0,5,,0,0,0,293,5,0,,0,1,1,0,0,0,0,5,,0,0,0,293,5,0,,0,0,0,,,,,0,,,,,0,0,,,
"Product","/products/f2121k-172cm5-6ft-40kg-d-cup-rebecca-premium-tpe-sex-doll-in-stock-usa-%E4%B8%A8wm-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/mini-sex-doll",1,1,0,0,0,0,3,,0,0,0,125,3,0,,0,1,1,0,0,0,0,3,,0,0,0,125,3,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-fi/blogs/dolls-info-qustions/huge-breasts-sex-doll-what-really-sets-the-three-breast-structures-apart",1,1,0,0,0,0,2,,0,0,0,17,2,0,,0,1,1,0,0,0,0,2,,0,0,0,17,2,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/en-fi/blogs/dolls-info-qustions/a-2026-deep-dive-into-single-people-s-buying-motivations",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
,"/de/collections/cheap-sex-doll",1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,1,1,0,0,0,0,1,,0,0,0,0,1,1,,1,0,0,,,,,0,,,,,,0,0,,0
